alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9793333333333333,0.9862222222222222,1.0,0.2600888888888889,0.23815,0.20009999999999997,0
0.04,0.96,0.9624444444444444,0.9668888888888889,0.9997777777777778,0.3005944444444445,0.2671555555555556,0.20156111111111108,0
0.06,0.94,0.9377777777777778,0.9487777777777778,0.9982222222222222,0.33743333333333336,0.2926611111111111,0.20648333333333332,0
0.08,0.92,0.9275555555555556,0.9313333333333333,0.9952222222222222,0.37093888888888893,0.3213666666666667,0.21512777777777775,0
0.1,0.9,0.9007777777777778,0.914,0.9917777777777778,0.40190555555555557,0.34517222222222227,0.22692777777777776,0
0.12,0.88,0.8865555555555555,0.8972222222222223,0.9847777777777778,0.4221277777777778,0.3682055555555556,0.2400722222222222,0
0.14,0.86,0.8743333333333333,0.8723333333333333,0.9791111111111112,0.4473111111111111,0.39311111111111113,0.2544277777777778,0
0.16,0.84,0.8592222222222222,0.8586666666666667,0.9711111111111111,0.46385000000000004,0.41672222222222227,0.2708555555555555,0
0.18,0.8200000000000001,0.8394444444444444,0.8365555555555556,0.9605555555555556,0.48575,0.43964444444444445,0.28787222222222225,0
0.2,0.8,0.818,0.8156666666666667,0.9511111111111111,0.5074444444444445,0.46007777777777786,0.3051388888888889,0
