alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9782222222222222,0.9792222222222222,1.0,0.2790722222222223,0.2526277777777778,0.20055555555555554,9
0.04,0.96,0.9557777777777777,0.9606666666666667,0.9993333333333333,0.3314722222222222,0.28555555555555556,0.21050555555555553,9
0.06,0.94,0.9227777777777778,0.9465555555555556,0.9937777777777778,0.3812777777777779,0.3124166666666668,0.2363611111111111,9
0.08,0.92,0.9131111111111111,0.9262222222222222,0.9867777777777778,0.41287777777777784,0.3392833333333334,0.26955,9
0.1,0.9,0.8925555555555555,0.9118888888888889,0.9751111111111112,0.44350555555555565,0.3641777777777779,0.30205555555555563,9
0.12,0.88,0.8731111111111111,0.9012222222222223,0.965,0.4725055555555557,0.38826111111111117,0.3311388888888889,9
0.14,0.86,0.8546666666666667,0.8733333333333333,0.9547777777777777,0.501588888888889,0.4117277777777778,0.35450000000000004,9
0.16,0.84,0.8322222222222222,0.8575555555555555,0.9428888888888889,0.5258,0.43426111111111115,0.37720555555555557,9
0.18,0.8200000000000001,0.8143333333333334,0.8448888888888889,0.9292222222222222,0.5484111111111112,0.4553555555555556,0.39650555555555556,9
0.2,0.8,0.8044444444444444,0.8285555555555556,0.9156666666666666,0.5645222222222223,0.47721666666666673,0.4133888888888889,9
