alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9791111111111112,0.9807777777777777,0.9995555555555555,0.3074055555555556,0.24529444444444445,0.20882222222222224,2
0.04,0.96,0.9638888888888889,0.9651111111111111,0.9972222222222222,0.3580388888888889,0.27641111111111116,0.24254444444444445,2
0.06,0.94,0.9387777777777778,0.9472222222222222,0.9911111111111112,0.4043055555555556,0.3020333333333334,0.2821555555555556,2
0.08,0.92,0.9145555555555556,0.9317777777777778,0.9828888888888889,0.4407555555555556,0.32367222222222225,0.3156611111111111,2
0.1,0.9,0.8986666666666666,0.9127777777777778,0.9771111111111112,0.46795555555555557,0.3471000000000001,0.3430222222222223,2
0.12,0.88,0.8862222222222222,0.8968888888888888,0.9674444444444444,0.48628888888888894,0.3689888888888889,0.3658944444444445,2
0.14,0.86,0.8636666666666667,0.883,0.9537777777777777,0.5137111111111111,0.38888888888888895,0.3862055555555556,2
0.16,0.84,0.8448888888888889,0.8673333333333333,0.9422222222222222,0.5401,0.4098166666666667,0.4029333333333334,2
0.18,0.8200000000000001,0.8301111111111111,0.8521111111111112,0.9302222222222222,0.5573166666666667,0.4289666666666667,0.41873333333333335,2
0.2,0.8,0.8122222222222222,0.832,0.9223333333333333,0.576438888888889,0.44657777777777785,0.4338666666666667,2
