alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9776666666666667,0.9593333333333334,1.0,0.2713111111111111,0.2558111111111111,0.20211666666666664,16
0.04,0.96,0.9592222222222222,0.9233333333333333,0.9984444444444445,0.3130611111111111,0.2934833333333334,0.21175,16
0.06,0.94,0.9324444444444444,0.8876666666666667,0.9961111111111111,0.35153888888888896,0.32367777777777784,0.22705555555555557,16
0.08,0.92,0.9204444444444444,0.8515555555555555,0.9898888888888889,0.3836611111111111,0.34987222222222225,0.24670000000000003,16
0.1,0.9,0.9053333333333333,0.814,0.9835555555555555,0.4073277777777778,0.3755388888888889,0.2702333333333334,16
0.12,0.88,0.8885555555555555,0.782,0.9743333333333334,0.4297444444444445,0.3990888888888889,0.2949611111111111,16
0.14,0.86,0.8665555555555555,0.7512222222222222,0.9596666666666667,0.4524722222222222,0.42169444444444454,0.32000000000000006,16
0.16,0.84,0.8373333333333334,0.7325555555555555,0.9432222222222222,0.48338888888888887,0.44164444444444445,0.34327777777777785,16
0.18,0.8200000000000001,0.8231111111111111,0.7018888888888889,0.9403333333333334,0.4975722222222222,0.4605944444444445,0.36483888888888893,16
0.2,0.8,0.7978888888888889,0.6888888888888889,0.9248888888888889,0.5230166666666666,0.4806222222222223,0.38299444444444447,16
