alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9817777777777777,0.9724444444444444,1.0,0.26795,0.24099444444444443,0.2001666666666666,10
0.04,0.96,0.961,0.9498888888888889,0.9993333333333333,0.30816111111111116,0.2682222222222222,0.20408333333333328,10
0.06,0.94,0.9443333333333334,0.9248888888888889,0.998,0.34140555555555563,0.29378888888888893,0.21493888888888887,10
0.08,0.92,0.9212222222222223,0.904,0.9943333333333333,0.37043888888888893,0.3151944444444445,0.23058333333333333,10
0.1,0.9,0.8927777777777778,0.8767777777777778,0.9888888888888889,0.40345000000000003,0.33500555555555556,0.25023333333333336,10
0.12,0.88,0.8714444444444445,0.8592222222222222,0.9832222222222222,0.4333444444444445,0.35550555555555563,0.27173888888888886,10
0.14,0.86,0.8581111111111112,0.8411111111111111,0.9715555555555555,0.45120000000000005,0.37473333333333336,0.2939555555555556,10
0.16,0.84,0.8308888888888889,0.8183333333333334,0.9633333333333334,0.4786111111111111,0.3958444444444445,0.3162777777777778,10
0.18,0.8200000000000001,0.8164444444444444,0.7957777777777778,0.9492222222222222,0.4978944444444446,0.41448888888888896,0.33848333333333336,10
0.2,0.8,0.7892222222222223,0.7722222222222223,0.932,0.5170111111111112,0.43673333333333336,0.3586833333333334,10
