alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9823333333333333,0.9864444444444445,0.9996666666666667,0.30496666666666666,0.24743888888888887,0.20417777777777776,11
0.04,0.96,0.9512222222222222,0.9711111111111111,0.9976666666666667,0.3705333333333334,0.28394444444444444,0.22564444444444445,11
0.06,0.94,0.9251111111111111,0.9526666666666667,0.994,0.42916111111111116,0.31227222222222223,0.2552111111111111,11
0.08,0.92,0.9096666666666666,0.9382222222222222,0.9853333333333333,0.46489444444444455,0.3397722222222223,0.28827222222222226,11
0.1,0.9,0.9033333333333333,0.9225555555555556,0.9766666666666667,0.4956333333333333,0.3630833333333333,0.3210055555555556,11
0.12,0.88,0.8677777777777778,0.9068888888888889,0.9604444444444444,0.5421277777777778,0.38462777777777785,0.35096666666666676,11
0.14,0.86,0.8612222222222222,0.8927777777777778,0.9486666666666667,0.5665166666666667,0.4061555555555556,0.37978888888888895,11
0.16,0.84,0.8377777777777777,0.8737777777777778,0.9391111111111111,0.6044055555555555,0.42905555555555563,0.4071166666666667,11
0.18,0.8200000000000001,0.8008888888888889,0.8531111111111112,0.9223333333333333,0.6385055555555555,0.4487888888888889,0.4323833333333333,11
0.2,0.8,0.786,0.8366666666666667,0.909,0.6638388888888889,0.4695,0.45461111111111113,11
