alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9756666666666667,0.978,0.9992222222222222,0.32108333333333333,0.2951944444444444,0.2142222222222222,15
0.04,0.96,0.9626666666666667,0.9581111111111111,0.9974444444444445,0.36712222222222224,0.34777777777777785,0.25140555555555555,15
0.06,0.94,0.93,0.9352222222222222,0.9895555555555555,0.4219777777777778,0.38577777777777783,0.29086666666666666,15
0.08,0.92,0.9103333333333333,0.9153333333333333,0.9794444444444445,0.45832777777777783,0.4149111111111112,0.3242166666666667,15
0.1,0.9,0.9008888888888889,0.8927777777777778,0.971,0.4769555555555556,0.4432944444444445,0.3539444444444445,15
0.12,0.88,0.8867777777777778,0.8697777777777778,0.9624444444444444,0.49907777777777784,0.4708111111111111,0.38126111111111116,15
0.14,0.86,0.8655555555555555,0.8333333333333334,0.946,0.5284055555555556,0.4942055555555556,0.4056166666666667,15
0.16,0.84,0.8423333333333334,0.8138888888888889,0.9324444444444444,0.5528055555555556,0.5149166666666667,0.4299166666666667,15
0.18,0.8200000000000001,0.8212222222222222,0.7806666666666666,0.9173333333333333,0.57495,0.5361888888888889,0.4510666666666667,15
0.2,0.8,0.8053333333333333,0.7648888888888888,0.9021111111111111,0.5948833333333333,0.5553722222222223,0.4692722222222223,15
