alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9814444444444445,0.9613333333333334,0.9986666666666667,0.3106055555555555,0.24996111111111113,0.22849444444444442,19
0.04,0.96,0.9557777777777777,0.9345555555555556,0.9936666666666667,0.38457222222222226,0.2833388888888889,0.26134999999999997,19
0.06,0.94,0.9374444444444444,0.9116666666666666,0.9858888888888889,0.4240944444444445,0.3119722222222222,0.2901666666666667,19
0.08,0.92,0.9198888888888889,0.8828888888888888,0.9771111111111112,0.45427777777777784,0.33969444444444447,0.31823333333333337,19
0.1,0.9,0.9027777777777778,0.8651111111111112,0.9687777777777777,0.4854555555555556,0.36133888888888893,0.3440666666666667,19
0.12,0.88,0.8694444444444445,0.8466666666666667,0.9561111111111111,0.5192833333333334,0.38902222222222227,0.3685611111111111,19
0.14,0.86,0.8507777777777777,0.8228888888888889,0.9442222222222222,0.5437611111111111,0.41122222222222227,0.39046111111111115,19
0.16,0.84,0.8435555555555555,0.7957777777777778,0.9312222222222222,0.5621277777777778,0.43375,0.4113611111111111,19
0.18,0.8200000000000001,0.8211111111111111,0.7861111111111111,0.9197777777777778,0.5864277777777778,0.4562277777777778,0.43105000000000004,19
0.2,0.8,0.7985555555555556,0.769,0.906,0.6030277777777778,0.4765277777777778,0.44912222222222226,19
