alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9866666666666667,0.9815555555555555,0.9997777777777778,0.24745000000000003,0.23446111111111106,0.2044222222222222,18
0.04,0.96,0.9647777777777777,0.9631111111111111,0.9975555555555555,0.2979555555555556,0.25893333333333335,0.21450555555555553,18
0.06,0.94,0.9434444444444444,0.9501111111111111,0.9938888888888889,0.33318333333333333,0.27957777777777776,0.22769444444444445,18
0.08,0.92,0.9323333333333333,0.9274444444444444,0.9883333333333333,0.3654388888888889,0.3009833333333334,0.24382777777777775,18
0.1,0.9,0.901,0.9107777777777778,0.9795555555555555,0.40327222222222225,0.32301111111111114,0.26120000000000004,18
0.12,0.88,0.8871111111111111,0.8905555555555555,0.9704444444444444,0.42510555555555557,0.3468833333333333,0.2786444444444445,18
0.14,0.86,0.8577777777777778,0.8717777777777778,0.9594444444444444,0.45274444444444445,0.36985555555555566,0.2966888888888889,18
0.16,0.84,0.8533333333333334,0.8482222222222222,0.9468888888888889,0.4746444444444445,0.3927944444444445,0.3143777777777778,18
0.18,0.8200000000000001,0.8306666666666667,0.8285555555555556,0.9353333333333333,0.49357777777777784,0.41580000000000006,0.33211666666666667,18
0.2,0.8,0.8127777777777778,0.8167777777777778,0.915,0.5095777777777779,0.4348944444444445,0.34980555555555554,18
