alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9797777777777777,0.9878888888888889,0.9995555555555555,0.28600555555555557,0.2389111111111111,0.2048833333333333,0
0.04,0.96,0.9625555555555556,0.9692222222222222,0.9982222222222222,0.3279111111111111,0.2667333333333333,0.21533333333333332,0
0.06,0.94,0.9487777777777778,0.953,0.995,0.3240888888888889,0.2932388888888889,0.22887777777777774,0
0.08,0.92,0.9345555555555556,0.9367777777777778,0.992,0.36718888888888884,0.3201777777777778,0.2443222222222222,0
0.1,0.9,0.9148888888888889,0.9197777777777778,0.9863333333333333,0.3850555555555556,0.34474444444444446,0.26032222222222223,0
0.12,0.88,0.8964444444444445,0.9044444444444445,0.9801111111111112,0.4008444444444445,0.36402222222222225,0.2763777777777778,0
0.14,0.86,0.8892222222222222,0.8894444444444445,0.9692222222222222,0.4114666666666667,0.3852277777777778,0.29450000000000004,0
0.16,0.84,0.8738888888888889,0.872,0.9626666666666667,0.4276166666666667,0.4082277777777778,0.3123666666666667,0
0.18,0.8200000000000001,0.8572222222222222,0.8517777777777777,0.9491111111111111,0.43790000000000007,0.4298333333333334,0.3304,0
0.2,0.8,0.8321111111111111,0.8315555555555556,0.9401111111111111,0.4645500000000001,0.44681111111111116,0.3483611111111111,0
