alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9828888888888889,0.9877777777777778,0.9977777777777778,0.3128333333333334,0.2351611111111111,0.23801666666666663,14
0.04,0.96,0.9614444444444444,0.9738888888888889,0.9933333333333333,0.37652777777777785,0.26381666666666664,0.2753055555555556,14
0.06,0.94,0.9497777777777778,0.9586666666666667,0.9862222222222222,0.40145000000000003,0.28730000000000006,0.30885555555555566,14
0.08,0.92,0.9314444444444444,0.9465555555555556,0.9784444444444444,0.43667222222222224,0.3093,0.3394777777777778,14
0.1,0.9,0.9061111111111111,0.9288888888888889,0.9635555555555556,0.4672611111111111,0.3311833333333334,0.3659722222222223,14
0.12,0.88,0.8947777777777778,0.9141111111111111,0.9563333333333334,0.49092222222222226,0.3525277777777778,0.38862777777777785,14
0.14,0.86,0.8706666666666667,0.9021111111111111,0.9436666666666667,0.5141055555555556,0.37341666666666673,0.4083944444444445,14
0.16,0.84,0.8548888888888889,0.8767777777777778,0.937,0.5312388888888888,0.39398333333333335,0.42635000000000006,14
0.18,0.8200000000000001,0.8463333333333334,0.8605555555555555,0.92,0.5477166666666666,0.4136722222222222,0.4424333333333334,14
0.2,0.8,0.8153333333333334,0.8473333333333334,0.9082222222222223,0.5674888888888888,0.4313222222222223,0.45652222222222233,14
