alpha,target_coverage,pc_racp_coverage,rac_coverage,plugin_coverage,pc_racp_utility,rac_utility,plugin_utility,seed
0.02,0.98,0.9792222222222222,0.9851111111111112,0.9968888888888889,0.34289444444444445,0.23518888888888886,0.2579888888888889,2
0.04,0.96,0.9664444444444444,0.973,0.9917777777777778,0.3808388888888889,0.26467222222222225,0.3012444444444444,2
0.06,0.94,0.9468888888888889,0.9602222222222222,0.9838888888888889,0.4277500000000001,0.28940000000000005,0.3355944444444445,2
0.08,0.92,0.9251111111111111,0.9437777777777778,0.9774444444444444,0.4657111111111112,0.31442222222222227,0.36101111111111117,2
0.1,0.9,0.8987777777777778,0.9278888888888889,0.9661111111111111,0.5006277777777778,0.3349333333333334,0.3834222222222222,2
0.12,0.88,0.8731111111111111,0.9093333333333333,0.9558888888888889,0.5312055555555556,0.3591722222222222,0.40248333333333336,2
0.14,0.86,0.8552222222222222,0.8964444444444445,0.9416666666666667,0.5521777777777778,0.37870000000000004,0.4197777777777778,2
0.16,0.84,0.8443333333333334,0.8763333333333333,0.9345555555555556,0.5707611111111112,0.4007277777777778,0.43581111111111115,2
0.18,0.8200000000000001,0.8274444444444444,0.86,0.9186666666666666,0.5904277777777778,0.4214833333333334,0.4513333333333333,2
0.2,0.8,0.8036666666666666,0.8387777777777777,0.9098888888888889,0.6147333333333334,0.4438500000000001,0.4672388888888889,2
